"t","smoothMedian","smooth5","smooth95","date"
146,794.895913950006,683.508931915047,1090.81502303247,2021-05-27
147,739.46302377927,655.028074540748,1013.26666027027,2021-05-28
148,689.038835837552,623.840307850938,942.978324436286,2021-05-29
149,643.623350124852,589.945631845618,880.084051859803,2021-05-30
150,603.21656664117,553.344046524786,824.627981277796,2021-05-31
151,567.818485386505,514.035551888443,776.610112690267,2021-06-01
152,528.459919811639,472.02014793659,736.030446097214,2021-06-02
153,484.469550591233,427.297834669225,702.888981498638,2021-06-03
154,437.040328008358,379.868612086349,676.177980502543,2021-06-04
155,399.027838191594,338.813699652023,649.5726275781,2021-06-05
156,370.432081140941,304.133097366247,624.073307112642,2021-06-06
157,351.2530568564,275.826805229021,599.375928981267,2021-06-07
158,332.891348894414,253.894823240344,577.752102053828,2021-06-08
159,324.316143804202,238.337151400217,559.201826330324,2021-06-09
160,326.198760911103,229.153789708639,543.725101810757,2021-06-10
161,338.539200215116,226.344738165612,532.379038901628,2021-06-11
162,342.280223075572,223.535686622584,524.155662755451,2021-06-12
163,337.421829492472,220.726635079556,513.983136509205,2021-06-13
164,323.964019465814,217.917583536528,505.323051839625,2021-06-14
165,310.506209439157,215.108531993501,497.236933208493,2021-06-15
166,297.0483994125,212.299480450473,491.351422190108,2021-06-16
167,283.590589385843,209.490428907445,485.914861462457,2021-06-17
168,270.132779359185,206.681377364417,480.783504264085,2021-06-18
169,259.294140037028,203.87232582139,477.550753593477,2021-06-19
170,251.07467141937,201.063274278362,480.154025597028,2021-06-20
171,245.474373506212,199.724173969471,485.391679985934,2021-06-21
172,242.493246297554,199.855024894718,491.930583428556,2021-06-22
173,242.131289793396,201.455827054101,498.1440943506,2021-06-23
174,244.388503993738,204.526580447621,505.783870074075,2021-06-24
175,249.403878894077,209.067285075279,514.925913681334,2021-06-25
176,255.116708928368,215.077940937073,523.80862032074,2021-06-26
177,261.52699409661,222.558548033004,532.950663927999,2021-06-27
178,268.170956608019,230.039155128936,542.092707535259,2021-06-28
179,275.094728261919,237.519762224867,551.234751142518,2021-06-29
180,282.298309058308,245.000369320798,560.376794749777,2021-06-30
181,290.150733921627,252.48097641673,569.518838357037,2021-07-01
182,298.743497090083,259.961583512661,578.284158414298,2021-07-02
183,307.518133425225,267.442190608593,585.775101104245,2021-07-03
184,316.474642927051,274.922797704524,590.289456746389,2021-07-04
185,326.076803386345,282.403404800455,595.159788385849,2021-07-05
186,336.278483003785,289.884011896387,601.946653390835,2021-07-06
187,347.079681779371,297.364618992318,611.088696998094,2021-07-07
188,358.111364788664,304.845226088249,620.230740605354,2021-07-08
189,369.143047797956,315.392888227554,629.749507762611,2021-07-09
190,384.69232800301,329.007605410231,640.801989255036,2021-07-10
191,404.759205403825,345.689377636281,654.571720827411,2021-07-11
192,429.343680000402,365.438204905704,667.98547640247,2021-07-12
193,458.289782731138,388.2540872185,679.482698612003,2021-07-13
194,490.371538096849,414.137024574669,688.624742219262,2021-07-14
195,527.483528532451,443.087016974211,698.815198771572,2021-07-15
196,569.625754037945,472.037009373753,708.766415747169,2021-07-16
197,612.280617417568,500.987001773295,719.009287813673,2021-07-17
198,647.419069768219,529.936994172836,736.231061998416,2021-07-18
199,675.041111089898,558.886986572378,759.039591470018,2021-07-19
200,695.302710444207,587.83697897192,783.218431838529,2021-07-20
201,709.42984333033,616.786971371462,812.24610513571,2021-07-21
202,727.809414780049,646.527063510345,845.074198416512,2021-07-22
203,749.834158148507,677.057255388569,882.990364202699,2021-07-23
204,771.377272262299,706.525613288892,925.463707826649,2021-07-24
205,797.42083322423,732.891696365022,973.142216701208,2021-07-25
206,827.964841034301,756.15550461696,1020.41798183046,2021-07-26
207,880.179327532688,776.317038044705,1067.33706246494,2021-07-27
208,954.064292719391,793.376296648258,1118.16458618802,2021-07-28
209,1012.44149727442,806.543180688277,1178.23884302513,2021-07-29
210,1055.91820784263,815.817690164763,1253.37174771359,2021-07-30
211,1088.62122559744,823.051758794957,1341.97245976578,2021-07-31
212,1119.42347158868,830.285827425152,1438.41021669254,2021-08-01
213,1150.34133229518,837.519896055346,1549.68507432117,2021-08-02
214,1164.20477587675,844.75396468554,1674.97049578884,2021-08-03
215,1161.01380233339,851.988033315735,1805.33500070369,2021-08-04
216,1165.6651635184,859.222101945929,1935.44029904028,2021-08-05
217,1191.36265459003,866.456170576124,2059.47447606128,2021-08-06
218,1238.10627554828,873.690239206318,2179.02837225432,2021-08-07
219,1301.47040393956,918.035892598603,2292.87308479327,2021-08-08
220,1458.72620022131,999.493130752978,2403.49551398929,2021-08-09
221,1654.08683042548,1118.06195366944,2515.89258184461,2021-08-10
222,1887.55229455207,1266.03780614914,2631.25211913597,2021-08-11
223,2159.12259260106,1431.31361695838,2759.9939940336,2021-08-12
224,2426.97316936624,1628.19777620344,2913.87781269707,2021-08-13
225,2691.1040248476,1856.6902838843,3092.90357512638,2021-08-14
226,2950.11483324919,2071.42005046898,3252.84122371105,2021-08-15
227,3124.71804763473,2257.7889687575,3391.20385813992,2021-08-16
228,3270.70050197231,2415.79703874984,3507.99147841299,2021-08-17
229,3375.11647430748,2553.14881564487,3603.20408453025,2021-08-18
230,3448.75406626895,2681.95137067627,3666.4218083215,2021-08-19
231,3487.56140499632,2787.89631373778,3693.20902221053,2021-08-20
232,3491.53849048958,2870.9836448294,3683.56572619735,2021-08-21
233,3460.68532274875,2943.35136610391,3676.79638556366,2021-08-22
234,3426.38498247465,3001.27836155664,3672.21728399824,2021-08-23
235,3388.63746966728,3044.7646311876,3669.82842150111,2021-08-24
236,3360.38850628107,3073.81017499679,3669.62979807226,2021-08-25
237,3330.84999068733,3088.4149929842,3671.62141371168,2021-08-26
238,3332.69455579442,3088.57908514983,3668.47928983601,2021-08-27
239,3365.92220160234,3074.30245149368,3665.36738177519,2021-08-28
240,3430.53292811109,3041.70659463288,3674.69413432662,2021-08-29
241,3463.69854035894,3009.11073777208,3697.14326380149,2021-08-30
242,3480.45822004671,2976.51488091128,3727.89252642917,2021-08-31
243,3473.29237632398,2943.91902405048,3765.82298088054,2021-09-01
244,3442.20100919076,2911.32316718968,3816.06615186535,2021-09-02
245,3387.35244458647,2878.72731032888,3881.0304259867,2021-09-03
246,3371.33668171867,2854.38163920081,3955.61551554276,2021-09-04
247,3386.48667316804,2838.28615380547,4031.86299894004,2021-09-05
248,3479.91827991295,2830.44085414286,4109.77287617853,2021-09-06
249,3568.18143232306,2830.84574021298,4194.1673910289,2021-09-07
250,3715.98041721499,2837.86252641995,4286.16548482022,2021-09-08
251,3923.31523458874,2843.39939320997,4380.63563284278,2021-09-09
252,4087.27086337362,2849.45790850295,4444.36925018981,2021-09-10
253,4145.25730436206,2851.80876562617,4477.30266923317,2021-09-11
254,4104.94160497339,2841.75484596645,4479.43588997288,2021-09-12
255,3971.78764674385,2819.29614952378,4450.76891240893,2021-09-13
256,3801.94651934249,2784.43267629816,4391.30173654132,2021-09-14
257,3592.67014608229,2751.8017226348,4301.03436237006,2021-09-15
258,3343.95852696325,2729.49510808748,4179.96678989513,2021-09-16
259,3153.4744405042,2715.5112647363,4062.04309363056,2021-09-17
260,3015.98532721174,2703.15047787148,3956.15271748493,2021-09-18
261,2942.78560388349,2695.6166282818,3862.29566145823,2021-09-19
262,2912.3642177239,2692.90971596725,3780.47192555046,2021-09-20
263,2937.69644578385,2695.02974092783,3710.68150976163,2021-09-21
264,2965.52946203104,2688.97769241423,3652.92441409173,2021-09-22
265,2995.86326646548,2674.75357042645,3607.20063854076,2021-09-23
266,3033.78177569961,2652.3573749645,3570.36630689837,2021-09-24
267,3084.51754922684,2624.46794167811,3527.63805415496,2021-09-25
268,3136.77617024954,2596.57850839173,3478.72126354641,2021-09-26
269,3066.3714423118,2568.68907510535,3432.17885038433,2021-09-27
270,3008.67792053674,2547.26669379845,3397.09338002005,2021-09-28
271,2962.51181167744,2532.31136447104,3373.46485245358,2021-09-29
272,2927.87311573388,2523.82308712312,3361.29326768492,2021-09-30
273,2904.76183270607,2521.80186175468,3360.57862571406,2021-10-01
274,2893.17796259402,2526.24768836573,3377.21484764203,2021-10-02
275,2814.25593050899,2537.16056695627,3411.49655023294,2021-10-03
276,2880.82620659048,2554.54049752629,3454.8608181752,2021-10-04
277,2937.75735254289,2569.10104613425,3498.22508611746,2021-10-05
278,2968.32102157371,2578.71930981538,3541.58935405971,2021-10-06
279,2972.51721368294,2578.13783440679,3584.95362200197,2021-10-07
280,2957.22082291038,2567.3566199085,3628.31788994423,2021-10-08
281,2927.43155361763,2546.37566632048,3641.1555823185,2021-10-09
282,2962.01498069341,2515.19497364276,3623.46669912477,2021-10-10
283,2930.20456575197,2473.81454187532,3575.25124036305,2021-10-11
284,2880.03374103576,2425.05375298023,3496.50920603334,2021-10-12
285,2828.23085333729,2371.03550992226,3387.24059613564,2021-10-13
286,2774.79590265657,2317.01726686428,3268.18709081323,2021-10-14
287,2712.85399495378,2262.99902380631,3150.24021794408,2021-10-15
288,2624.41389515491,2204.95151184042,3063.92655309619,2021-10-16
289,2509.47560325997,2134.34607362547,3009.24609626956,2021-10-17
290,2410.53780851293,2051.18270916144,2986.19884746418,2021-10-18
291,2298.60848305346,1955.46141844833,2994.78480668006,2021-10-19
292,2191.05776490812,1847.18220148615,3035.00397391719,2021-10-20
293,2087.88565407692,1726.3450582749,3086.11466903231,2021-10-21
294,1989.09215055986,1615.75338379723,3137.22536414742,2021-10-22
295,1925.71027985165,1519.43644696106,3188.33605926253,2021-10-23
296,1925.65807201597,1445.92290510754,3239.44675437764,2021-10-24
297,1988.9355270528,1395.21275823668,3290.55744949275,2021-10-25
298,2115.54264496215,1367.30600634849,3341.66814460786,2021-10-26
299,2282.98021383324,1362.20264944295,3392.77883972297,2021-10-27
300,2460.22111080778,1379.90268752007,3443.88953483808,2021-10-28
301,2641.7021304249,1397.60272559719,3495.00022995319,2021-10-29
302,2790.2134468038,1415.30276367431,3533.06926696323,2021-10-30
303,2794.83235705075,1433.00280175143,3558.09664586821,2021-10-31
304,2655.55886116572,1450.70283982855,3570.08236666811,2021-11-01
305,2679.06432551286,1497.60787283604,3569.02642936295,2021-11-02
306,2632.85693702719,1573.7179007739,3554.92883395273,2021-11-03
307,2547.963818567,1679.03292364213,3527.78958043743,2021-11-04
308,2524.03279574837,1813.55294144072,3487.60866881707,2021-11-05
309,2580.23219966979,1964.81055198383,3460.86688658294,2021-11-06
310,2745.63629337754,2117.43432012507,3457.19736064613,2021-11-07
311,3020.24507687161,2271.42424586444,3476.60009100664,2021-11-08
312,3097.38718378788,2397.57533427157,3519.07507766446,2021-11-09
313,3223.52285676984,2501.48228175913,3584.6223206196,2021-11-10
314,3402.44758688094,2592.06302738689,3673.24181987205,2021-11-11
315,3552.09123499368,2660.92438826458,3784.93357542183,2021-11-12
316,3672.45380110808,2710.72467983325,3906.25845788268,2021-11-13
317,3817.46569500795,2756.01754134099,4027.58334034353,2021-11-14
318,3900.49355415011,2796.80297278781,4133.0958322332,2021-11-15
